location,gender,city,text,klout,latitude,longitude,date,followers,image,sreen_name,sentiment,TuesdayTemp,WednesdayTemp,ThursdayTemp,FridayTemp
"Atlanta, GA",,Atlanta,every where I go ppl tell me they know me from twitter lol,46,33.75055052,-84.4132224,"Wed, 03 Apr 2013 12:58:31 +0000",1633,http://a0.twimg.com/profile_images/3459276411/b7a24ee5b66addb7be480284dda4216b_normal.jpeg,hindeeuh_,0,56.7,53.4,45.4,41.1
"Alice, TX",,Alice,Keep your mouth shut,28,27.75504369,-98.05120216,"Wed, 03 Apr 2013 12:58:31 +0000",162,http://a0.twimg.com/profile_images/3469007179/d87a5af1215c7d4c801ac544fbe6d70b_normal.jpeg,Jess_trevino14,0,74.8,69.3,62.6,59.7
"Florida, US",,Florida,"@sydney_loree thanks girl, love ya!!!",24,26.5198259,-81.8992569,"Wed, 03 Apr 2013 12:58:32 +0000",36,http://a0.twimg.com/profile_images/3177244551/bfcd8feb5240c2f980a4aa25e6bd85f2_normal.jpeg,HWP_mountain,12,74.1,74.7,73.1,66.6
"Woodridge, IL",,Woodridge,Okay just found out Banksy isn't really dead...,47,41.7402582,-88.04366129,"Wed, 03 Apr 2013 12:58:32 +0000",260,http://a0.twimg.com/profile_images/2813580054/6dbbd47de53a897afcd7d1fc0a5507fd_normal.jpeg,Chico1591,6,32.7,34.7,38.8,45.9
"Harrisburg, PA",,Harrisburg,I seriously may need anger management... Especially before I shoot somebody in the face!!!,44,40.2693377,-76.8763398,"Wed, 03 Apr 2013 12:58:32 +0000",142,http://a0.twimg.com/profile_images/2587148783/TDkdsr6G_normal,An_fer_ny,-10,37.3,36.8,37.6,42.1
"Hamden, CT",male,Hamden,Cold and windy out there!! Temp 34 with a wind chill in the 20s.,44,41.38508863,-72.9212734,"Wed, 03 Apr 2013 12:58:32 +0000",135,http://a0.twimg.com/profile_images/3451772546/f67d9cb4fa87f9d037ed8390dbad5850_normal.jpeg,snowman333,0,37.5,37.5,37.4,41.9
"Manhattan, NY",male,Manhattan,Someone should design a vending machine that dispenses wisdom! A few people I saw on my commute could use it. #newyorkcity,55,40.780881,-73.9771425,"Wed, 03 Apr 2013 12:58:32 +0000",196,http://a0.twimg.com/profile_images/1807678042/183259_10150091508750614_663470613_6632955_3751139_n_normal.jpg,JerseyJoe50,3,38,38.4,39.9,43.8
"Hackensack, NJ",mostly_male,Hackensack,@Stefan_Fresh so who wrote it _Ÿ˜‚_Ÿ˜‚,37,40.88134205,-74.05638924,"Wed, 03 Apr 2013 12:58:32 +0000",216,http://a0.twimg.com/profile_images/3432759549/2479c6efb0241aa0b59909f6e8d40686_normal.jpeg,C_tavarez13,,37.5,38.1,39.6,43.1
"Bristol, RI",,Bristol,Waking up in his arms&gt;&gt;&gt;&gt;&gt;&gt;,36,41.64506722,-71.2596427,"Wed, 03 Apr 2013 12:58:32 +0000",116,http://a0.twimg.com/profile_images/3466739911/7be9352ce897ad7cdf62630e8acecd04_normal.jpeg,SamB951,,37.7,37.7,39.1,38.6
"Pittsburgh, PA",,Pittsburgh,"71 tries to make the perfect play way too often, needs to learn that it's ok to take high % shot or pass sometimes.",52,40.4313605,-79.9806185,"Wed, 03 Apr 2013 12:58:32 +0000",329,http://a0.twimg.com/profile_images/3406628127/b91cdb98a6f333b924d6c601bc8e7e75_normal.jpeg,ayteekay247,6,32,32,35.2,43.5
"Concord, NH",male,Concord,@rlev593 tissue???,39,43.223162,-71.53295372,"Wed, 03 Apr 2013 12:58:32 +0000",250,http://a0.twimg.com/profile_images/3270547968/6bcfa52a6792e055864ec7b5d3d24215_normal.jpeg,theHalfFullCup,,32.5,33.7,38.6,39.7
"Queens, NY",male,Queens,Still the car show on schedule.,44,40.6458282,-73.7754413,"Wed, 03 Apr 2013 12:58:33 +0000",191,http://a0.twimg.com/profile_images/3403603835/f76313248add936ad8ec610e926b97df_normal.jpeg,NYtokenblackguy,0,39.6,39.9,38.9,41.1
"Columbus, OH",male,Columbus,@loadaclip11 lol ok egg head,44,39.99654291,-83.01016561,"Wed, 03 Apr 2013 12:58:33 +0000",354,http://a0.twimg.com/profile_images/3447881504/e06f769274c00e9faafab00540886767_normal.jpeg,zrl1994,4,32.9,34,37.1,40.5
"Simcoe, Ontario",female,Simcoe,Best night ever _Ÿ˜__Ÿ˜__Ÿ˜_,34,44.41876841,-79.69778965,"Wed, 03 Apr 2013 12:58:33 +0000",225,http://a0.twimg.com/profile_images/3362658107/94b58375b9c8ebc54e19ac41c1b4adad_normal.jpeg,katieyahnke,,30.5,31.5,35.8,33.3
"Fernandina Beach, FL",female,Fernandina Beach,@lexiashaw she not such an outstanding inmate either acc to jail records,49,30.66190768,-81.4507331,"Wed, 03 Apr 2013 12:58:33 +0000",124,http://a0.twimg.com/profile_images/3392014669/a01b5978f383a54dff9a9eded72a3e0f_normal.jpeg,adnerb_sednil,0,65.7,63.8,66.9,67.1
"San Antonio, TX",,San Antonio,Break my pinky promise &amp; I'll break your pinky.,42,29.54225032,-98.50240074,"Wed, 03 Apr 2013 12:58:33 +0000",1139,http://a0.twimg.com/profile_images/3464643319/adf1c48b7132900b89fec35817a5dd59_normal.jpeg,rgnikhol,0,72.4,59.1,54.8,53.8
"St. Joseph, IN",female,St. Joseph,Oh cant wait to crawl back into bed!,35,41.11736014,-85.10996142,"Wed, 03 Apr 2013 12:58:33 +0000",229,http://a0.twimg.com/profile_images/3272511802/3e3c63d3dd7a3b4b2ac0964564fc8f27_normal.jpeg,mneff20,0,31.8,33.5,38.8,38.3
"Milwaukee, WI",,Milwaukee,2 moree months of school â™¥ maybe less than tht,33,43.0779961,-87.9688324,"Wed, 03 Apr 2013 12:58:34 +0000",298,http://a0.twimg.com/profile_images/3391716717/28be1fc9c5c56bccfe48ec29d7c970f6_normal.jpeg,smileitsamazing,0,31.3,31.9,40.5,41.2
"Reile's Acres, ND",male,Reile's Acres,@espn Brittney Griner NBA,27,46.92410996,-96.8713486,"Wed, 03 Apr 2013 12:58:34 +0000",184,http://a0.twimg.com/profile_images/3376965011/e7b4bdaaa3a53d7b9c154c3a357c2a1c_normal.jpeg,brueshoff,0,22.6,28.1,33.9,23.2
"Smyrna, GA",female,Smyrna,"Rational adult convos with rational ADULTS I can do. Children on twitter...nah, you can keep that.",,33.88394952,-84.51626121,"Wed, 03 Apr 2013 12:58:34 +0000",55,http://a0.twimg.com/profile_images/3052025610/8355f2987709398471384df73c231bd5_normal.jpeg,Cavewoman2769,1,56.1,52.7,44,40.5
"Olmsted, OH",mostly_female,Olmsted,I'm really happy I sit in the front of the class in bio,44,41.36564126,-81.91520969,"Wed, 03 Apr 2013 12:58:34 +0000",411,http://a0.twimg.com/profile_images/3443167562/78ec31d6550095028501302da33f03a6_normal.jpeg,cammlapps,5,32.5,33,35.4,38.8
"Joplin, MO",male,Joplin,@Marley_IV I know right?!?,29,37.10130883,-94.47721222,"Wed, 03 Apr 2013 12:58:34 +0000",123,http://a0.twimg.com/profile_images/3428229609/b2307d1f5b9299835dc114423362b8c3_normal.jpeg,ATFarthing,,38.4,42.5,48.4,42.8
"Boston, MA",female,Boston,Why Boston WHY??! #windy &amp; #freezing,40,42.33834358,-71.15228062,"Wed, 03 Apr 2013 12:58:34 +0000",163,http://a0.twimg.com/profile_images/3347748808/c01fa87b420c9e9a8b233d094ee0281b_normal.jpeg,thebeccacrowley,0,38,38.6,42.5,40.6
"Burnsville, MN",,Burnsville,School... NO,42,44.7828031,-93.2847401,"Wed, 03 Apr 2013 12:58:34 +0000",562,http://a0.twimg.com/profile_images/3417372737/e6a7e29489af1a90355b18840d5e2981_normal.jpeg,cunntcore,,28.4,33.5,45.5,36.5
"North Peninsula, FL",female,North Peninsula,"Im so stessed , i need a hug :(",42,29.2668809,-81.0303122,"Wed, 03 Apr 2013 12:58:34 +0000",206,http://a0.twimg.com/profile_images/3406233350/631e5f7c1810198ad0da194bb4373ce3_normal.jpeg,anasantiago_o,0,70.1,67.9,72.8,66.7
"Wharton, TX",female,Wharton,Priya is seriously so obsessed with her highlighter _Ÿ˜‚,33,29.31758219,-96.08417299,"Wed, 03 Apr 2013 12:58:34 +0000",188,http://a0.twimg.com/profile_images/3448721785/86e16ca1e8bc787b3eba4534b561deed_normal.jpeg,marisasliva,-5,67.6,62.7,53.3,50.4
"North Myrtle Beach, SC",,North Myrtle Beach,Up. Wanting My Mama To Cook Us Breakfast For Our First Morning Up Here But She Don't Feel Good. _Ÿ˜•,33,33.79789516,-78.77279576,"Wed, 03 Apr 2013 12:58:34 +0000",357,http://a0.twimg.com/profile_images/3464962413/47afdf32e703b47286a102d3b4bf49eb_normal.jpeg,BeautifulMEx93,-3,55.5,55,52.2,49.8
"The Hammocks, FL",male,The Hammocks,Dnd carajo ta el salero se eta casa... -.-,44,25.67711014,-80.42187478,"Wed, 03 Apr 2013 12:58:34 +0000",239,http://a0.twimg.com/profile_images/2996545904/029af493caacba39255a207f539dd0cf_normal.jpeg,gregstavrou,0,71.8,75.1,77,71.2
"Poplarville, MS",female,Poplarville,@TheColbyHegwood All I see are squares lol.,45,30.8377884,-89.5487217,"Wed, 03 Apr 2013 12:58:34 +0000",247,http://a0.twimg.com/profile_images/3459669993/9d4ad6509e7825447ebb98152e22b716_normal.jpeg,hillarydickens,0,60.1,60.7,53.1,51.8
"Clearwater, FL",,Clearwater,â€œ@ComedyPosts: how do i get a summer body by tomorrowâ€ù,,27.96688462,-82.74505028,"Wed, 03 Apr 2013 12:58:34 +0000",270,http://a0.twimg.com/profile_images/3469971582/e55b4c69f7af44c75c1b50b61847d531_normal.jpeg,Shesfate_,0,66.5,69.4,70.8,68.7
"Jacksonville, FL",,Jacksonville,i was high af last night,43,30.34499,-81.683107,"Wed, 03 Apr 2013 12:58:35 +0000",5960,http://a0.twimg.com/profile_images/3454721125/47093535b8befc418623ba669e2f198d_normal.jpeg,cortez_rico,0,68.1,67.4,68.9,68.5
"Wytheville, VA",mostly_female,Wytheville,"I'm sick, again. So Jimmy went and got me chewy chocolate chip cookies, strawberry Newtons and a half dozen tulips &lt;3 http://t.co/ch5q9tX4YR",,36.9583377,-81.0835122,"Wed, 03 Apr 2013 12:58:35 +0000",10,http://a0.twimg.com/profile_images/3360384144/632ec3d124ce1cb95438fe9b1272f836_normal.jpeg,cheez_meister,-6,42.1,41.2,37.1,34.8
"Washington, DC",male,Washington,"@mmolineux @nursingtimes @hettymac91 #CultureChange isn't just for client interaction, but also clinicians! Great things brewing in health.",37,38.94111862,-77.02292972,"Wed, 03 Apr 2013 12:58:35 +0000",92,http://a0.twimg.com/profile_images/1400639483/image_normal.jpg,OTinDC,4,44.3,43.9,40.5,40.7
"Amityville, NY",male,Amityville,@LoveAuri yall arent coming back aren't you?,34,40.6731836,-73.4204233,"Wed, 03 Apr 2013 12:58:35 +0000",337,http://a0.twimg.com/profile_images/2928697393/bfb5b51d35f0c3ce752f32afe7d0947b_normal.jpeg,MOB9THR1ST,0,38.5,38.8,38.1,40.9
"Houston, TX",,Houston,@TheJim_tv awesome! I can't wait! #TheJim,37,29.79543246,-95.473552,"Wed, 03 Apr 2013 12:58:35 +0000",545,http://a0.twimg.com/profile_images/3470804304/413619237643b94948c4b7b766b1de5e_normal.jpeg,Kellierm77,12,67.7,63.1,52.6,50.9
"Kansas City, KS",,Kansas City,I wish their was a emoji for that lmfao,35,39.14369475,-94.75033486,"Wed, 03 Apr 2013 12:58:35 +0000",770,http://a0.twimg.com/profile_images/3448149011/9518f57fa8cc36583979d0db35d5aca5_normal.jpeg,_ItGetsThaREAL,7,36.6,41.8,47.1,50.5
"Walton, IN",female,Walton,Completely over today._Ÿ˜’,,40.66272317,-86.25109733,"Wed, 03 Apr 2013 12:58:35 +0000",68,http://a0.twimg.com/profile_images/3290013154/f70fce9280e3cd6dec079fc46e1133d2_normal.jpeg,Eff_Emm_Dee,0,33.1,34.6,40.4,38.5
"Manhattan, NY",,Manhattan,@clairephant @SamRSerenkin I don't think I'm going to cry because @keshasuxx and I hung out at ESU one time so it's just like old times...,36,40.780881,-73.9771425,"Wed, 03 Apr 2013 12:58:35 +0000",154,http://a0.twimg.com/profile_images/3428479534/b43f98a8e1395e589a36968341c69799_normal.jpeg,caitfallon,0,38,38.4,39.9,43.8
"South Carolina, US",mostly_female,South Carolina,Today is the last day I have with my long hair!!  _Ÿ’‡,36,34.31593466,-80.05338184,"Wed, 03 Apr 2013 12:58:35 +0000",1047,http://a0.twimg.com/profile_images/3431030406/e5cd56cd7b47ef7c05c5b347d49798d5_normal.jpeg,court_hatchell,1,57.7,55.6,48.8,43.8
"Tampa, FL",mostly_female,Tampa,"I'm at Usf Card Center (Tampa, FL) http://t.co/m7zK0s6dlr",35,28.06568401,-82.41036072,"Wed, 03 Apr 2013 12:58:35 +0000",209,http://a0.twimg.com/profile_images/3434990358/902553b6f2b4eaafcf535f7db74783f7_normal.jpeg,ibby817,0,70.5,72.8,70.3,67.2
"St. Paul, MN",mostly_male,St. Paul,This will be the first time I've ever flown by myself,64,44.91466419,-93.14119853,"Wed, 03 Apr 2013 12:58:35 +0000",967,http://a0.twimg.com/profile_images/3449604266/bd5247a4fd06756355c8545acd5fe2e4_normal.jpeg,ryhamner,1,28.5,33,44.1,35
"Ohio, US",female,Ohio,@studstandley you're mad cause my outfit matches and yours doesn't... _Ÿ_¶,40,40.1968537,-83.09907391,"Wed, 03 Apr 2013 12:58:35 +0000",516,http://a0.twimg.com/profile_images/3457319589/d7abeb47555fe18394a0eeb420fe46af_normal.jpeg,_AllisonKrafty,-4,31.3,32.8,35.1,40.5
"Fort Worth, TX",,Fort Worth,Also testing with @MarissaTrevino3  @mollyysuee @AlyTorres4 :),,32.77900109,-97.47787255,"Wed, 03 Apr 2013 12:58:35 +0000",618,http://a0.twimg.com/profile_images/3044769319/c1c6df863a10a03466686260a5cf7e51_normal.jpeg,elenatracy11,3,67.2,51.9,46.3,47.4
"South Carolina, US",male,South Carolina,Is it 2 yet? I just want a cupcake _Ÿ˜è,,35.08237266,-80.72934766,"Wed, 03 Apr 2013 12:58:35 +0000",118,http://a0.twimg.com/profile_images/3445454607/ea70e3e0bc2e5c78347650a06ec7b704_normal.jpeg,Miss_Drake05,0,55.3,53.7,45.3,38.6
"Dallas, TX",,Dallas,@672295Catarino ohhh weeell okay,,32.8206645,-96.7315425,"Wed, 03 Apr 2013 12:58:36 +0000",236,http://a0.twimg.com/profile_images/3350539157/59ec493a59d5245a714ac4a23e2265a6_normal.jpeg,stegarciaa815,4,69.1,53.2,46.8,48.8
"Salem, MA",,Salem,I seriously just scared myself because I thought my hair was a giant spider on my arm _Ÿ˜‘_Ÿ”«,40,42.50102162,-70.89412157,"Wed, 03 Apr 2013 12:58:36 +0000",198,http://a0.twimg.com/profile_images/3345976027/f530578df924505efa5b944d435db2ff_normal.jpeg,MissEricaBee,-6,35.2,36.9,40.7,41.7
"Bermuda, VA",female,Bermuda,@B_Mad_son thanks babe_Ÿ˜˜,35,37.32921356,-77.37669713,"Wed, 03 Apr 2013 12:58:36 +0000",583,http://a0.twimg.com/profile_images/3322274274/b470fcc840d27216d463045dd1874095_normal.jpeg,kwatttkins,,47.3,42.5,42.3,38.5
"Chaparral, NM",male,Chaparral,Back home (@ The Stanleys) http://t.co/5W4TyA7WPR,,32.06240807,-106.470036,"Wed, 03 Apr 2013 12:58:36 +0000",3,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,KLStanley71,0,69.8,60,61.1,67.8
"Blue Dog Coffee Roasters, Brant",male,Blue Dog Coffee Roasters,Meeting (@ Blue Dog Coffee Roasters) http://t.co/9qsh2Lqdwf,67,43.14610265,-80.27524949,"Wed, 03 Apr 2013 12:58:36 +0000",3516,http://a0.twimg.com/profile_images/2648501331/1c25348b18c02c7dbab7d41f46568b82_normal.jpeg,RLavigne42,0,30.2,31.5,31.7,35.3
"Fairview, NY",mostly_male,Fairview,Anyone have a iPhone 5 they donâ€™t use? I need the back of it..,40,41.731891,-73.913025,"Wed, 03 Apr 2013 12:58:36 +0000",380,http://a0.twimg.com/profile_images/3402675633/03d01a96d5fe725d48fb94e52964a5c2_normal.jpeg,MrWolfie_,0,35.7,36.6,38.9,42.9
"Washington, DC",,Washington,"You Know My Name ,Not My Story Not What I Been Through !",40,38.9188459,-77.0402752,"Wed, 03 Apr 2013 12:58:37 +0000",1270,http://a0.twimg.com/profile_images/3425763343/7ce094e4d69ce2f15e26f0a6af16779e_normal.jpeg,ItsGabyyBoo,0,44.3,43.9,40.5,40.7
"Texas, US",,Texas,"#LiesBlackPeopleTell ""There's no more chicken left""",31,32.754585,-95.10948,"Wed, 03 Apr 2013 12:58:37 +0000",116,http://a0.twimg.com/profile_images/3428167629/58fe41d84d178712d04a258ddf81f40a_normal.jpeg,SpankyWall,0,66.9,49.1,44.8,44.6
"Rich Creek, VA",female,Rich Creek,@tiffcherie_ I think so but I'm not sure.,41,37.38371633,-80.82246621,"Wed, 03 Apr 2013 12:58:37 +0000",261,http://a0.twimg.com/profile_images/3428474845/ffce49e5ab74d36776150cb8ad23c92e_normal.jpeg,CassieeReneee,-2,40.3,39.8,34.9,33.2
"New York, NY",mostly_male,New York,"""home is other people"" - jean-paul sartre",64,40.72229286,-73.95122876,"Wed, 03 Apr 2013 12:58:37 +0000",5029,http://a0.twimg.com/profile_images/2389682776/lodahet7l5570t0yu5zt_normal.png,kcimc,0,38.8,39,39.2,43.8
"Fort Worth, TX",male,Fort Worth,@vickibobby54 awh that's not cool...haha it wasn't funny vic_Ÿ˜¡,43,32.87480953,-97.27243977,"Wed, 03 Apr 2013 12:58:37 +0000",199,http://a0.twimg.com/profile_images/3431180032/574a8eb857252dd52cd0e8b56838e3b1_normal.jpeg,JLambert_Flocka,-5,62.5,48.7,43.8,44
"Philadelphia, PA",female,Philadelphia,I always had a little class like half days,37,39.98057,-75.1523794,"Wed, 03 Apr 2013 12:58:37 +0000",1295,http://a0.twimg.com/profile_images/2493880828/jWL61knA_normal,RissaIsADime,0,42,39.9,40.8,41.8
"Fort Worth, TX",female,Fort Worth,Why do I do this to myself_Ÿ˜_,36,32.75215609,-97.25063869,"Wed, 03 Apr 2013 12:58:37 +0000",395,http://a0.twimg.com/profile_images/3450262666/48a3aa6d07bee842f9520ba7abe01edf_normal.jpeg,AmandaSoccer13,0,67,51.6,45.8,45.5
"Atlanta, GA",male,Atlanta,It still feels so weird to see @elleduncan on TV. I love it tho.,59,33.77358952,-84.38577818,"Wed, 03 Apr 2013 12:58:37 +0000",14673,http://a0.twimg.com/profile_images/3056344425/e12ca511a3d18ad1bb8055e2ae77e7f8_normal.jpeg,DevlinHuxtable,6,56.4,52.6,44,39.8
"Dallas, TX",,Dallas,Follow Me On Instagram:Crazy_Red13 :),38,32.8206645,-96.7315425,"Wed, 03 Apr 2013 12:58:37 +0000",985,http://a0.twimg.com/profile_images/3435719559/c9fe936fcb125467d0e7ef925d3477d7_normal.jpeg,Hoes_Hate_Red,3,69.1,53.2,46.8,48.8
"San Diego, CA",mostly_male,San Diego,"I'm at Naval Base San Diego - @navbasesd (San Diego, CA) http://t.co/8XxoR9BMsq",32,32.68268664,-117.1245996,"Wed, 03 Apr 2013 12:58:37 +0000",65,http://a0.twimg.com/profile_images/2866732676/3689b8e444353475ec73ac082a927854_normal.jpeg,BryceLim,,58.8,58.3,58.3,61.9
"Virginia, US",,Virginia,@DavidTheBest_ that's you bc you is brother .. He'll yell at me ..smh,34,37.50572128,-77.09514323,"Wed, 03 Apr 2013 12:58:37 +0000",603,http://a0.twimg.com/profile_images/3368749568/fe3c757504f05ea59384cb455ce41c8d_normal.jpeg,_SaluteLexx,-4,48.5,44.5,42.2,38.5
"New Haven, CT",mostly_female,New Haven,i miss little puppy îê_,32,41.3069255,-72.9410477,"Wed, 03 Apr 2013 12:58:37 +0000",159,http://a0.twimg.com/profile_images/3284557540/949ed4d5646ed4180faaba3f60034278_normal.jpeg,kelseyyBrockett,0,37.5,37.5,37.4,41.9
"Granville, NY",,Granville,Sickkkk _Ÿ”«_Ÿ”«_Ÿ”«_Ÿ”«_Ÿ”«,41,43.39754152,-73.26630861,"Wed, 03 Apr 2013 12:58:37 +0000",186,http://a0.twimg.com/profile_images/3246417527/d1b262a53eb64a66532520891f2cff25_normal.jpeg,hannah_bassett,,28.3,29.8,34,35.2
"Atlantic Beach, FL",male,Atlantic Beach,Good morning Michelle! Hope youâ€™re day is going well!\n@Brownielocks01 @AdeleRobinson2 @crazyandfunky @sully1901 @JackieFry,60,30.342184,-81.3863505,"Wed, 03 Apr 2013 12:58:37 +0000",1845,http://a0.twimg.com/profile_images/2599680382/093D5102-740F-4502-B0C9-2837819E1623_normal,thewebbix,9,66.3,64.2,68.9,67.1
"Worcester, MA",female,Worcester,"I havent done my hair for school this whole week, my afros doing me justice",46,42.2607568,-71.7677746,"Wed, 03 Apr 2013 12:58:37 +0000",557,http://a0.twimg.com/profile_images/3460913313/7c5f035f4aec1b0786b592f8bd6f0c5a_normal.jpeg,Melissa_SPC,0,32.1,31.3,35.8,35.8
"Ohio, US",unisex,Ohio,What's love got to do with it? Who needs a heart when a heart can be broken? #lyrics #tinaturner,32,40.2191444,-82.75511289,"Wed, 03 Apr 2013 12:58:37 +0000",68,http://a0.twimg.com/profile_images/3280799236/a310797cf5bfcd381e7761988cbb56b5_normal.jpeg,JenOhioCowgirl,1,35.3,36.6,38.9,40.1
"New York, NY",mostly_female,New York,"En mi pueblo DON GREGORIO de nizao,bani existieron 3 clases de fanaticos.. Yankeestas, Bostorianos y seguidores de Vladimir Guerrero",,40.66694278,-73.95974989,"Wed, 03 Apr 2013 12:58:37 +0000",339,http://a0.twimg.com/profile_images/3237072268/9830afe7e6f7c4ecd853082994f4cf28_normal.jpeg,figurepublic,0,38.8,39,39.2,43.8
"Morrow, GA",,Morrow,morning tweeps_Ÿ˜ƒ_Ÿ˜ƒ #IPCTG #TeamLeAndria have a great day_Ÿ˜çlove yall_Ÿ˜˜_Ÿ˜˜,43,33.5686029,-84.33215769,"Wed, 03 Apr 2013 12:58:37 +0000",118,http://a0.twimg.com/profile_images/3426459470/cf2e1ed626a676add9a5bc9a64313774_normal.jpeg,teamleandria_21,5,57.6,54.7,45,40.2
"Texas, US",,Texas,Maddie&gt;&gt;&gt;,38,30.30158648,-97.32536432,"Wed, 03 Apr 2013 12:58:37 +0000",531,http://a0.twimg.com/profile_images/3468761048/37ac8ea0930d9a3378f0dd54867598e8_normal.jpeg,Haywood_11,,69.1,56.1,49.9,47
"Winsted, CT",,Winsted,Civics is fucked .. No way I'm passing that class,40,41.91394791,-73.04795197,"Wed, 03 Apr 2013 12:58:38 +0000",193,http://a0.twimg.com/profile_images/3377236666/49cfe52919d053f144058cb3251e96bd_normal.jpeg,ToriLynnnx3,0,34.8,36.1,39,39.5
"Angleton, TX",female,Angleton,Heading to #LouSavarese #Pro #boxing gym downtown Houston looking to get in some sparring!,,29.1794951,-95.4305943,"Wed, 03 Apr 2013 12:58:38 +0000",11,http://a0.twimg.com/profile_images/3207347167/e05187af5605608c36095c87aed4a38f_normal.jpeg,coachnickknows,-7,66.8,64.6,54.6,51.6
"Quantico Station, VA",male,Quantico Station,"@Yvemmanique At the most basic, it's going somewhere else and fighting there.",50,38.53156678,-77.29274624,"Wed, 03 Apr 2013 12:58:38 +0000",2061,http://a0.twimg.com/profile_images/2739542082/78a9c8fe1be7e733efd257f333759f92_normal.png,m_matthew,-3,45,43.1,39.4,39
"Wellston, MO",male,Wellston,â™¬Polo And Shell Topsâ™¬,38,38.6830032,-90.2965379,"Wed, 03 Apr 2013 12:58:38 +0000",346,http://a0.twimg.com/profile_images/3297522056/2a0b8805b7b5b9b4bbfa296ee4a7a94c_normal.jpeg,Wess_Head,,39.1,42.9,47.8,47.8
"Mission Dolores, San Francisco",unisex,Mission Dolores,PayPal tests financing for online sellers as Kabbage raises debt http://t.co/i3mxrRHVai,55,37.76746567,-122.4261597,"Wed, 03 Apr 2013 12:58:38 +0000",8120,http://a0.twimg.com/profile_images/3084717623/b0a875db512c571497f215a54d82e0a2_normal.png,ThinkerInMotion,0,52.7,50.9,53.4,57.5
"Manhattan, NY",female,Manhattan,@queerachu Didn't they all live at home?,,40.780881,-73.9771425,"Wed, 03 Apr 2013 12:58:38 +0000",1618,http://a0.twimg.com/profile_images/3400489031/40d350a8075f8129bd24c564027c5ce2_normal.jpeg,everythingsjake,0,38,38.4,39.9,43.8
"Wichita, KS",female,Wichita,The birthday text i got from @amccormick_2  this morning&gt; #DayMade #LoveHerrr. _Ÿ’•_Ÿ’œ_Ÿ’‹,31,37.67179434,-97.43680604,"Wed, 03 Apr 2013 12:58:38 +0000",448,http://a0.twimg.com/profile_images/3469539859/535093e68f2e372ec42de8a72fd9a64d_normal.jpeg,HannaWing,0,38.5,39.8,44.7,42.7
"Lake Forest, CA",female,Lake Forest,livia i love u,34,33.6470945,-117.6742945,"Wed, 03 Apr 2013 12:58:38 +0000",201,http://a0.twimg.com/profile_images/3254967966/79a6b5d1de2fb565fbb79ffe6799f14d_normal.jpeg,_Giulih_,6,60.1,61,61.3,60.5
"Wyoming, MI",mostly_female,Wyoming,@DaaKoon @brookealliiee k stfu,43,42.8969561,-85.7289984,"Wed, 03 Apr 2013 12:58:38 +0000",232,http://a0.twimg.com/profile_images/3425804230/52b5c947cf0fb8634ad3884a763694d0_normal.jpeg,kthanksnig,0,30.5,32.6,38.3,43.2
"West Palm Beach, FL",mostly_female,West Palm Beach,Flight in two hours... As usual I'm the last one getting dressed lol...,,26.72368424,-80.09969791,"Wed, 03 Apr 2013 12:58:38 +0000",209,http://a0.twimg.com/profile_images/3469345740/5f6df0b40ddab2607c201d17109e9a54_normal.jpeg,That_1Guy_Will,0,73.4,76.4,76.2,71.2
"Kaw, MO",,Kaw,"Were a WINNING TEAM, know that",23,39.0982362,-94.5767426,"Wed, 03 Apr 2013 12:58:38 +0000",115,http://a0.twimg.com/profile_images/3360862435/bbd2d8476a227970a8105ba56cc8c00c_normal.jpeg,reddmckinney28,0,39.9,43.5,49.6,51.1
"Riverdale, NJ",unisex,Riverdale,My mom hooked me up http://t.co/e0weYY6cBQ,34,40.98486324,-74.30731962,"Wed, 03 Apr 2013 12:58:38 +0000",344,http://a0.twimg.com/profile_images/3424802189/119d7a990a363d111e594475cab3591c_normal.jpeg,Hil_Oz,0,36.6,38,40.4,43.5
"Sky Lake, FL",,Sky Lake,Feel terrible today mann !!!,46,28.46167041,-81.38706204,"Wed, 03 Apr 2013 12:58:39 +0000",387,http://a0.twimg.com/profile_images/3464249180/8b88abd7c1ec09b59ba31b6e5d4a80ea_normal.jpeg,Imthisgorgeous,-15,72.8,71.5,71.3,67
"Somersworth, NH",,Somersworth,@amdalesio my girlfriend âœ¨_ŸŒŸ_Ÿ’«_Ÿ‘__Ÿ’è_Ÿ™…_Ÿ™†_Ÿ™‹_Ÿ’Å_Ÿ’†_Ÿ‘°_Ÿ‘‘_Ÿ’ç_Ÿ’__Ÿ’“_Ÿ’•_Ÿ’–_Ÿ’—_Ÿ’˜_Ÿ’‹_Ÿ’›_Ÿ’__Ÿ’™_Ÿ’œ_Ÿ’›_Ÿ’™,34,43.24741968,-70.88760124,"Wed, 03 Apr 2013 12:58:39 +0000",273,http://a0.twimg.com/profile_images/3458052774/5de1f06e3324c24b8d26ffd8016c1e8b_normal.jpeg,KatinaBachman,,33.2,34.7,40.6,42.8
"Hollywood, FL",,Hollywood,Dam my chest hurts,,26.0235462,-80.1427796,"Wed, 03 Apr 2013 12:58:39 +0000",77,http://a0.twimg.com/profile_images/3467496865/9c23a226eb579e1d4a0101b3ce1132c7_normal.png,ShoeGameBurns,,73.6,76.1,76.9,71.9
